"snr","tuning","T_sample","method","n_cells","avg_rank_frob","avg_rank_rmfe","avg_rank_hamming","avg_rank_F1","avg_rank_off_hamming","avg_rank_off_F1"
2,"cv",300,"A-Ref",18,3.77777777777778,3.61111111111111,3.75,3.75,3.75,3.75
2,"cv",300,"A-Rlx",18,1.72222222222222,1.94444444444444,3.75,3.75,3.75,3.75
2,"cv",300,"A-Des",18,9.72222222222222,9.61111111111111,10.5,10.5,10.5,10.5
2,"cv",300,"ScL",18,9.05555555555556,9.11111111111111,5.22222222222222,5.22222222222222,5.22222222222222,5.22222222222222
2,"cv",500,"L",18,6.55555555555556,6.44444444444444,8,8,8,8
2,"cv",500,"L-Th",18,5.33333333333333,5.55555555555556,2.72222222222222,2.72222222222222,2.72222222222222,2.72222222222222
2,"cv",500,"L-Ref",18,8.27777777777778,8.33333333333333,8,8,8,8
2,"cv",500,"L-Rlx",18,6.38888888888889,6.38888888888889,8,8,8,8
2,"cv",500,"L-Des",18,10.6666666666667,10.3888888888889,10.5,10.5,10.5,10.5
2,"cv",500,"A",18,2.88888888888889,2.58333333333333,3.38888888888889,3.38888888888889,3.38888888888889,3.38888888888889
