"snr","tuning","d","method","n_cells","avg_rank_frob","avg_rank_rmfe","avg_rank_hamming","avg_rank_F1","avg_rank_off_hamming","avg_rank_off_F1"
2,"cv",20,"A-Ref",18,4.33333333333333,3.77777777777778,3.75,3.75,3.75,3.75
2,"cv",20,"A-Rlx",18,2,2.11111111111111,3.75,3.75,3.75,3.75
2,"cv",20,"A-Des",18,9.72222222222222,9.66666666666667,10.5,10.5,10.5,10.5
2,"cv",20,"ScL",18,9.33333333333333,9.27777777777778,5.13888888888889,5.13888888888889,5.13888888888889,5.13888888888889
2,"cv",25,"L",18,5.5,5.61111111111111,8,8,8,8
2,"cv",25,"L-Th",18,4.66666666666667,5.22222222222222,2.13888888888889,2.13888888888889,2.13888888888889,2.13888888888889
2,"cv",25,"L-Ref",18,8.44444444444444,8.38888888888889,8,8,8,8
2,"cv",25,"L-Rlx",18,6.61111111111111,6.38888888888889,8,8,8,8
2,"cv",25,"L-Des",18,10.6111111111111,10.6111111111111,10.5,10.5,10.5,10.5
2,"cv",25,"A",18,2.69444444444444,2.88888888888889,3.86111111111111,3.86111111111111,3.86111111111111,3.86111111111111
2,"cv",25,"A-Th",18,2.08333333333333,2.55555555555556,2.27777777777778,2.27777777777778,2.27777777777778,2.27777777777778
2,"cv",25,"A-Ref",18,4.38888888888889,3.5,3.86111111111111,3.86111111111111,3.86111111111111,3.86111111111111
2,"cv",25,"A-Rlx",18,2.05555555555556,1.88888888888889,3.86111111111111,3.86111111111111,3.86111111111111,3.86111111111111
2,"cv",25,"A-Des",18,9.72222222222222,9.72222222222222,10.5,10.5,10.5,10.5
2,"cv",25,"ScL",18,9.22222222222222,9.22222222222222,5,5,5,5
2,"cv",30,"L",18,5.38888888888889,5.44444444444444,8,8,8,8
2,"cv",30,"L-Th",18,4.55555555555556,4.94444444444444,1.91666666666667,1.91666666666667,1.91666666666667,2.13888888888889
2,"cv",30,"L-Ref",18,8.44444444444444,8.44444444444444,8,8,8,8
2,"cv",30,"L-Rlx",18,6.44444444444444,6.27777777777778,8,8,8,8
2,"cv",30,"L-Des",18,10.6111111111111,10.5555555555556,10.5,10.5,10.5,10.5
2,"cv",30,"A",18,2.77777777777778,2.36111111111111,4.08333333333333,3.97222222222222,4.08333333333333,3.91666666666667
2,"cv",30,"A-Th",18,2.22222222222222,2.30555555555556,2.08333333333333,2.19444444444444,2.08333333333333,2.13888888888889
2,"cv",30,"A-Ref",18,4.5,4.27777777777778,4.08333333333333,3.97222222222222,4.08333333333333,3.91666666666667
2,"cv",30,"A-Rlx",18,2.16666666666667,2.5,4.08333333333333,3.97222222222222,4.08333333333333,3.91666666666667
2,"cv",30,"A-Des",18,9.83333333333333,9.77777777777778,10.5,10.5,10.5,10.5
2,"cv",30,"ScL",18,9.05555555555556,9.11111111111111,4.75,4.97222222222222,4.75,4.97222222222222
