"snr","tuning","dgp","d","T_sample","method","rank_frob","rank_rmfe","rank_hamming","rank_F1","rank_off_hamming","rank_off_F1"
1,"theory","dgp3",30,1000,"L-Ref",1,1,4,4,4,4
1,"theory","dgp3",30,1000,"L-Rlx",2,2,4,4,4,4
1,"theory","dgp3",30,1000,"L-Des",5,4,10.5,6.5,10.5,6.5
1,"theory","dgp3",30,1000,"A",9,10,7,9,7,9
1,"theory","dgp3",30,1000,"A-Th",10,11,9,11,9,11
1,"theory","dgp3",30,1000,"A-Ref",11,8,7,9,7,9
1,"theory","dgp3",30,1000,"A-Rlx",8,9,7,9,7,9
1,"theory","dgp3",30,1000,"A-Des",4,3,10.5,6.5,10.5,6.5
1,"theory","dgp3",30,1000,"ScL",7,7,2,2,2,2
1,"theory","dgp3",30,2000,"L",4,5,4,4,4,4
1,"theory","dgp3",30,2000,"L-Th",3,6,1,1,1,1
1,"theory","dgp3",30,2000,"L-Ref",1,1,4,4,4,4
1,"theory","dgp3",30,2000,"L-Rlx",2,2,4,4,4,4
1,"theory","dgp3",30,2000,"L-Des",6,4,10.5,6.5,10.5,6.5
1,"theory","dgp3",30,2000,"A",10,10,7,9,7,9
1,"theory","dgp3",30,2000,"A-Th",11,11,9,11,9,11
1,"theory","dgp3",30,2000,"A-Ref",9,8,7,9,7,9
1,"theory","dgp3",30,2000,"A-Rlx",8,9,7,9,7,9
1,"theory","dgp3",30,2000,"A-Des",5,3,10.5,6.5,10.5,6.5
1,"theory","dgp3",30,2000,"ScL",7,7,2,2,2,2
1,"cv","dgp1",5,100,"L",7,7,8,8,8,8
1,"cv","dgp1",5,100,"L-Th",6,5,1,1,1,1
1,"cv","dgp1",5,100,"L-Ref",8,9,8,8,8,8
1,"cv","dgp1",5,100,"L-Rlx",5,6,8,8,8,8
1,"cv","dgp1",5,100,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,100,"A",3.5,3,3.5,3.5,3.5,3.5
1,"cv","dgp1",5,100,"A-Th",3.5,2,3.5,3.5,3.5,3.5
1,"cv","dgp1",5,100,"A-Ref",2,4,3.5,3.5,3.5,3.5
1,"cv","dgp1",5,100,"A-Rlx",1,1,3.5,3.5,3.5,3.5
1,"cv","dgp1",5,100,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,100,"ScL",9,8,6,6,6,6
1,"cv","dgp1",5,200,"L",8,8,8,8,8,8
1,"cv","dgp1",5,200,"L-Th",6,7,3,3,3,3
1,"cv","dgp1",5,200,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",5,200,"L-Rlx",5,2,8,8,8,8
1,"cv","dgp1",5,200,"L-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,200,"A",3.5,3.5,3,3,3,3
1,"cv","dgp1",5,200,"A-Th",3.5,3.5,3,3,3,3
1,"cv","dgp1",5,200,"A-Ref",1,6,3,3,3,3
1,"cv","dgp1",5,200,"A-Rlx",2,1,3,3,3,3
1,"cv","dgp1",5,200,"A-Des",10,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,200,"ScL",7,5,6,6,6,6
1,"cv","dgp1",5,300,"L",9,8,8,8,8,8
1,"cv","dgp1",5,300,"L-Th",6,7,3,3,3,3
1,"cv","dgp1",5,300,"L-Ref",7,5,8,8,8,8
1,"cv","dgp1",5,300,"L-Rlx",5,6,8,8,8,8
1,"cv","dgp1",5,300,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,300,"A",4,3.5,3,3,3,3
1,"cv","dgp1",5,300,"A-Th",3,3.5,3,3,3,3
1,"cv","dgp1",5,300,"A-Ref",1,1,3,3,3,3
1,"cv","dgp1",5,300,"A-Rlx",2,2,3,3,3,3
1,"cv","dgp1",5,300,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,300,"ScL",8,9,6,6,6,6
1,"cv","dgp1",5,500,"L",9,5,8,8,8,8
1,"cv","dgp1",5,500,"L-Th",6,4,3,3,3,3
1,"cv","dgp1",5,500,"L-Ref",8,9,8,8,8,8
1,"cv","dgp1",5,500,"L-Rlx",5,7,8,8,8,8
1,"cv","dgp1",5,500,"L-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,500,"A",3.5,2.5,3,3,3,3
1,"cv","dgp1",5,500,"A-Th",3.5,2.5,3,3,3,3
1,"cv","dgp1",5,500,"A-Ref",2,8,3,3,3,3
1,"cv","dgp1",5,500,"A-Rlx",1,6,3,3,3,3
1,"cv","dgp1",5,500,"A-Des",10,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,500,"ScL",7,1,6,6,6,6
1,"cv","dgp1",5,1000,"L",8,1,8,8,8,8
1,"cv","dgp1",5,1000,"L-Th",5,5,3,3,3,3
1,"cv","dgp1",5,1000,"L-Ref",9,11,8,8,8,8
1,"cv","dgp1",5,1000,"L-Rlx",6,4,8,8,8,8
1,"cv","dgp1",5,1000,"L-Des",11,9,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,1000,"A",3.5,6.5,3,3,3,3
1,"cv","dgp1",5,1000,"A-Th",3.5,6.5,3,3,3,3
1,"cv","dgp1",5,1000,"A-Ref",2,2,3,3,3,3
1,"cv","dgp1",5,1000,"A-Rlx",1,3,3,3,3,3
1,"cv","dgp1",5,1000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,1000,"ScL",7,8,6,6,6,6
1,"cv","dgp1",5,2000,"L",9,7,8,8,8,8
1,"cv","dgp1",5,2000,"L-Th",7,1,3,3,3,3
1,"cv","dgp1",5,2000,"L-Ref",6,9,8,8,8,8
1,"cv","dgp1",5,2000,"L-Rlx",5,8,8,8,8,8
1,"cv","dgp1",5,2000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,2000,"A",1.5,3.5,3,3,3,3
1,"cv","dgp1",5,2000,"A-Th",1.5,3.5,3,3,3,3
1,"cv","dgp1",5,2000,"A-Ref",4,6,3,3,3,3
1,"cv","dgp1",5,2000,"A-Rlx",3,5,3,3,3,3
1,"cv","dgp1",5,2000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",5,2000,"ScL",8,2,6,6,6,6
1,"cv","dgp1",10,100,"L",6,6,8,8,8,8
1,"cv","dgp1",10,100,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",10,100,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",10,100,"L-Rlx",7,8,8,8,8,8
1,"cv","dgp1",10,100,"L-Des",10,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,100,"A",3,1.5,3.5,3.5,3.5,3.5
1,"cv","dgp1",10,100,"A-Th",2,1.5,3.5,3.5,3.5,3.5
1,"cv","dgp1",10,100,"A-Ref",4,4,3.5,3.5,3.5,3.5
1,"cv","dgp1",10,100,"A-Rlx",1,3,3.5,3.5,3.5,3.5
1,"cv","dgp1",10,100,"A-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,100,"ScL",8,7,6,6,6,6
1,"cv","dgp1",10,200,"L",7,7,8,8,8,8
1,"cv","dgp1",10,200,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",10,200,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",10,200,"L-Rlx",6,6,8,8,8,8
1,"cv","dgp1",10,200,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,200,"A",3,2.5,3.5,3.5,3.5,3.5
1,"cv","dgp1",10,200,"A-Th",2,2.5,3.5,3.5,3.5,3.5
1,"cv","dgp1",10,200,"A-Ref",4,4,3.5,3.5,3.5,3.5
1,"cv","dgp1",10,200,"A-Rlx",1,1,3.5,3.5,3.5,3.5
1,"cv","dgp1",10,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,200,"ScL",8,8,6,6,6,6
1,"cv","dgp1",10,300,"L",7,9,8,8,8,8
1,"cv","dgp1",10,300,"L-Th",6,6,3,3,3,3
1,"cv","dgp1",10,300,"L-Ref",9,8,8,8,8,8
1,"cv","dgp1",10,300,"L-Rlx",5,5,8,8,8,8
1,"cv","dgp1",10,300,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,300,"A",3.5,3.5,3,3,3,3
1,"cv","dgp1",10,300,"A-Th",3.5,3.5,3,3,3,3
1,"cv","dgp1",10,300,"A-Ref",1,1,3,3,3,3
1,"cv","dgp1",10,300,"A-Rlx",2,2,3,3,3,3
1,"cv","dgp1",10,300,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,300,"ScL",8,7,6,6,6,6
1,"cv","dgp1",10,500,"L",7,8,8,8,8,8
1,"cv","dgp1",10,500,"L-Th",5,6,3,3,3,3
1,"cv","dgp1",10,500,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",10,500,"L-Rlx",6,5,8,8,8,8
1,"cv","dgp1",10,500,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,500,"A",4,1.5,3,3,3,3
1,"cv","dgp1",10,500,"A-Th",3,1.5,3,3,3,3
1,"cv","dgp1",10,500,"A-Ref",2,4,3,3,3,3
1,"cv","dgp1",10,500,"A-Rlx",1,3,3,3,3,3
1,"cv","dgp1",10,500,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,500,"ScL",8,7,6,6,6,6
1,"cv","dgp1",10,1000,"L",8,2,8,8,8,8
1,"cv","dgp1",10,1000,"L-Th",5,7,3,3,3,3
1,"cv","dgp1",10,1000,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",10,1000,"L-Rlx",6,4,8,8,8,8
1,"cv","dgp1",10,1000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,1000,"A",3.5,5.5,3,3,3,3
1,"cv","dgp1",10,1000,"A-Th",3.5,5.5,3,3,3,3
1,"cv","dgp1",10,1000,"A-Ref",1,1,3,3,3,3
1,"cv","dgp1",10,1000,"A-Rlx",2,3,3,3,3,3
1,"cv","dgp1",10,1000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,1000,"ScL",7,8,6,6,6,6
1,"cv","dgp1",10,2000,"L",8,7,8,8,8,8
1,"cv","dgp1",10,2000,"L-Th",5,5,3,3,3,3
1,"cv","dgp1",10,2000,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",10,2000,"L-Rlx",6,8,8,8,8,8
1,"cv","dgp1",10,2000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,2000,"A",1.5,3.5,3,3,3,3
1,"cv","dgp1",10,2000,"A-Th",1.5,3.5,3,3,3,3
1,"cv","dgp1",10,2000,"A-Ref",4,1,3,3,3,3
1,"cv","dgp1",10,2000,"A-Rlx",3,2,3,3,3,3
1,"cv","dgp1",10,2000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",10,2000,"ScL",7,6,6,6,6,6
1,"cv","dgp1",15,100,"L",6,6,8,8,8,8
1,"cv","dgp1",15,100,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",15,100,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",15,100,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",15,100,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,100,"A",2,2,4,4,4,4
1,"cv","dgp1",15,100,"A-Th",1,3,2,2,2,2
1,"cv","dgp1",15,100,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",15,100,"A-Rlx",3,1,4,4,4,4
1,"cv","dgp1",15,100,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,100,"ScL",8,8,6,6,6,6
1,"cv","dgp1",15,200,"L",6,6,8,8,8,8
1,"cv","dgp1",15,200,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",15,200,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",15,200,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",15,200,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,200,"A",2.5,2,4,4,4,4
1,"cv","dgp1",15,200,"A-Th",2.5,3,2,2,2,2
1,"cv","dgp1",15,200,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",15,200,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp1",15,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,200,"ScL",8,8,6,6,6,6
1,"cv","dgp1",15,300,"L",6,6,8,8,8,8
1,"cv","dgp1",15,300,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",15,300,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",15,300,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",15,300,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,300,"A",2,3.5,4,4,4,4
1,"cv","dgp1",15,300,"A-Th",1,3.5,2,2,2,2
1,"cv","dgp1",15,300,"A-Ref",4,2,4,4,4,4
1,"cv","dgp1",15,300,"A-Rlx",3,1,4,4,4,4
1,"cv","dgp1",15,300,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,300,"ScL",8,8,6,6,6,6
1,"cv","dgp1",15,500,"L",7,7,8,8,8,8
1,"cv","dgp1",15,500,"L-Th",5,6,1,1,1,1
1,"cv","dgp1",15,500,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",15,500,"L-Rlx",6,5,8,8,8,8
1,"cv","dgp1",15,500,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,500,"A",3.5,3.5,3.5,3.5,3.5,3.5
1,"cv","dgp1",15,500,"A-Th",3.5,3.5,3.5,3.5,3.5,3.5
1,"cv","dgp1",15,500,"A-Ref",2,1,3.5,3.5,3.5,3.5
1,"cv","dgp1",15,500,"A-Rlx",1,2,3.5,3.5,3.5,3.5
1,"cv","dgp1",15,500,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,500,"ScL",8,8,6,6,6,6
1,"cv","dgp1",15,1000,"L",7,6,8,8,8,8
1,"cv","dgp1",15,1000,"L-Th",5,5,1.5,1.5,1.5,1.5
1,"cv","dgp1",15,1000,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",15,1000,"L-Rlx",6,7,8,8,8,8
1,"cv","dgp1",15,1000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,1000,"A",1.5,3.5,4,4,4,4
1,"cv","dgp1",15,1000,"A-Th",1.5,3.5,1.5,1.5,1.5,1.5
1,"cv","dgp1",15,1000,"A-Ref",4,1,4,4,4,4
1,"cv","dgp1",15,1000,"A-Rlx",3,2,4,4,4,4
1,"cv","dgp1",15,1000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,1000,"ScL",8,8,6,6,6,6
1,"cv","dgp1",15,2000,"L",6,6,8,8,8,8
1,"cv","dgp1",15,2000,"L-Th",5,7,3,3,3,3
1,"cv","dgp1",15,2000,"L-Ref",9,8,8,8,8,8
1,"cv","dgp1",15,2000,"L-Rlx",7,5,8,8,8,8
1,"cv","dgp1",15,2000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,2000,"A",2.5,3.5,3,3,3,3
1,"cv","dgp1",15,2000,"A-Th",2.5,3.5,3,3,3,3
1,"cv","dgp1",15,2000,"A-Ref",4,1,3,3,3,3
1,"cv","dgp1",15,2000,"A-Rlx",1,2,3,3,3,3
1,"cv","dgp1",15,2000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",15,2000,"ScL",8,9,6,6,6,6
1,"cv","dgp1",20,100,"L",6,6,8,8,8,8
1,"cv","dgp1",20,100,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",20,100,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",20,100,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",20,100,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,100,"A",2,1,5,5,5,5
1,"cv","dgp1",20,100,"A-Th",1,2,3,3,3,3
1,"cv","dgp1",20,100,"A-Ref",4,4,5,5,5,5
1,"cv","dgp1",20,100,"A-Rlx",3,3,5,5,5,5
1,"cv","dgp1",20,100,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,100,"ScL",9,9,2,2,2,2
1,"cv","dgp1",20,200,"L",6,6,8,8,8,8
1,"cv","dgp1",20,200,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",20,200,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",20,200,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",20,200,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,200,"A",2,1,4,4,4,4
1,"cv","dgp1",20,200,"A-Th",1,2,2,2,2,2
1,"cv","dgp1",20,200,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",20,200,"A-Rlx",3,3,4,4,4,4
1,"cv","dgp1",20,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,200,"ScL",9,9,6,6,6,6
1,"cv","dgp1",20,300,"L",6,6,8,8,8,8
1,"cv","dgp1",20,300,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",20,300,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",20,300,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",20,300,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,300,"A",3,2,4,4,4,4
1,"cv","dgp1",20,300,"A-Th",2,3,2,2,2,2
1,"cv","dgp1",20,300,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",20,300,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp1",20,300,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,300,"ScL",9,9,6,6,6,6
1,"cv","dgp1",20,500,"L",6,6,8,8,8,8
1,"cv","dgp1",20,500,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",20,500,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",20,500,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",20,500,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,500,"A",2.5,3,4,4,4,4
1,"cv","dgp1",20,500,"A-Th",2.5,2,2,2,2,2
1,"cv","dgp1",20,500,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",20,500,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp1",20,500,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,500,"ScL",9,9,6,6,6,6
1,"cv","dgp1",20,1000,"L",6,6,8,8,8,8
1,"cv","dgp1",20,1000,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",20,1000,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",20,1000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",20,1000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,1000,"A",3,2.5,3.5,3.5,3.5,3.5
1,"cv","dgp1",20,1000,"A-Th",2,2.5,3.5,3.5,3.5,3.5
1,"cv","dgp1",20,1000,"A-Ref",4,4,3.5,3.5,3.5,3.5
1,"cv","dgp1",20,1000,"A-Rlx",1,1,3.5,3.5,3.5,3.5
1,"cv","dgp1",20,1000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,1000,"ScL",9,9,6,6,6,6
1,"cv","dgp1",20,2000,"L",6,7,8,8,8,8
1,"cv","dgp1",20,2000,"L-Th",5,5,3,3,3,3
1,"cv","dgp1",20,2000,"L-Ref",8,9,8,8,8,8
1,"cv","dgp1",20,2000,"L-Rlx",7,6,8,8,8,8
1,"cv","dgp1",20,2000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,2000,"A",3,1.5,3,3,3,3
1,"cv","dgp1",20,2000,"A-Th",2,1.5,3,3,3,3
1,"cv","dgp1",20,2000,"A-Ref",4,4,3,3,3,3
1,"cv","dgp1",20,2000,"A-Rlx",1,3,3,3,3,3
1,"cv","dgp1",20,2000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",20,2000,"ScL",9,8,6,6,6,6
1,"cv","dgp1",25,100,"L",5,4,8,8,8,8
1,"cv","dgp1",25,100,"L-Th",6,7,1,1,1,1
1,"cv","dgp1",25,100,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",25,100,"L-Rlx",7,6,8,8,8,8
1,"cv","dgp1",25,100,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,100,"A",3,2,5,5,5,5
1,"cv","dgp1",25,100,"A-Th",2,1,3,3,3,3
1,"cv","dgp1",25,100,"A-Ref",4,5,5,5,5,5
1,"cv","dgp1",25,100,"A-Rlx",1,3,5,5,5,5
1,"cv","dgp1",25,100,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,100,"ScL",9,9,2,2,2,2
1,"cv","dgp1",25,200,"L",6,6,8,8,8,8
1,"cv","dgp1",25,200,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",25,200,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",25,200,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",25,200,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,200,"A",2,3,5,5,5,5
1,"cv","dgp1",25,200,"A-Th",1,2,3,3,3,3
1,"cv","dgp1",25,200,"A-Ref",4,4,5,5,5,5
1,"cv","dgp1",25,200,"A-Rlx",3,1,5,5,5,5
1,"cv","dgp1",25,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,200,"ScL",9,9,2,2,2,2
1,"cv","dgp1",25,300,"L",6,6,8,8,8,8
1,"cv","dgp1",25,300,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",25,300,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",25,300,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",25,300,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,300,"A",3,2,4,4,4,4
1,"cv","dgp1",25,300,"A-Th",2,3,2,2,2,2
1,"cv","dgp1",25,300,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",25,300,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp1",25,300,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,300,"ScL",9,9,6,6,6,6
1,"cv","dgp1",25,500,"L",6,7,8,8,8,8
1,"cv","dgp1",25,500,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",25,500,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",25,500,"L-Rlx",7,6,8,8,8,8
1,"cv","dgp1",25,500,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,500,"A",3,2,4,4,4,4
1,"cv","dgp1",25,500,"A-Th",2,3,2,2,2,2
1,"cv","dgp1",25,500,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",25,500,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp1",25,500,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,500,"ScL",9,9,6,6,6,6
1,"cv","dgp1",25,1000,"L",6,6,8,8,8,8
1,"cv","dgp1",25,1000,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",25,1000,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",25,1000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",25,1000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,1000,"A",3,3.5,4,4,4,4
1,"cv","dgp1",25,1000,"A-Th",2,3.5,2,2,2,2
1,"cv","dgp1",25,1000,"A-Ref",4,2,4,4,4,4
1,"cv","dgp1",25,1000,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp1",25,1000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,1000,"ScL",8,8,6,6,6,6
1,"cv","dgp1",25,2000,"L",6,6,8,8,8,8
1,"cv","dgp1",25,2000,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",25,2000,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",25,2000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",25,2000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,2000,"A",3,3,4,4,4,4
1,"cv","dgp1",25,2000,"A-Th",2,4,2,2,2,2
1,"cv","dgp1",25,2000,"A-Ref",4,2,4,4,4,4
1,"cv","dgp1",25,2000,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp1",25,2000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",25,2000,"ScL",8,8,6,6,6,6
1,"cv","dgp1",30,100,"L",4,5,8,8,8,8
1,"cv","dgp1",30,100,"L-Th",7,7,1,1,1,1
1,"cv","dgp1",30,100,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",30,100,"L-Rlx",6,6,8,8,8,8
1,"cv","dgp1",30,100,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",30,100,"A",2,1,5,5,5,5
1,"cv","dgp1",30,100,"A-Th",3,2,3,3,3,3
1,"cv","dgp1",30,100,"A-Ref",5,4,5,5,5,5
1,"cv","dgp1",30,100,"A-Rlx",1,3,5,5,5,5
1,"cv","dgp1",30,100,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",30,100,"ScL",9,9,2,2,2,2
1,"cv","dgp1",30,200,"L",6,6,8,8,8,8
1,"cv","dgp1",30,200,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",30,200,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",30,200,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",30,200,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",30,200,"A",2,2,5,5,5,5
1,"cv","dgp1",30,200,"A-Th",1,3,3,3,3,3
1,"cv","dgp1",30,200,"A-Ref",4,4,5,5,5,5
1,"cv","dgp1",30,200,"A-Rlx",3,1,5,5,5,5
1,"cv","dgp1",30,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",30,200,"ScL",9,9,2,2,2,2
1,"cv","dgp1",30,300,"L",6,6,8,8,8,8
1,"cv","dgp1",30,300,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",30,300,"L-Ref",8,8,8,8,8,8
1,"cv","dgp1",30,300,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",30,300,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",30,300,"A",3,2,4,4,4,4
1,"cv","dgp1",30,300,"A-Th",2,3,2,2,2,2
1,"cv","dgp1",30,300,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",30,300,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp1",30,300,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp1",30,300,"ScL",9,9,6,6,6,6
1,"cv","dgp1",30,500,"L",6,6,8,8,8,8
1,"cv","dgp1",30,500,"L-Th",5,5,1,1,1,1
1,"cv","dgp1",30,500,"L-Ref",9,9,8,8,8,8
1,"cv","dgp1",30,500,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp1",30,500,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp1",30,500,"A",3,2,4,4,4,4
1,"cv","dgp1",30,500,"A-Th",2,1,2,2,2,2
1,"cv","dgp1",30,500,"A-Ref",4,4,4,4,4,4
1,"cv","dgp1",30,500,"A-Rlx",1,3,4,4,4,4
